UMAP 0,UMAP 1,cell_type,gene_0,gene_1,gene_2,gene_3,gene_4,gene_5,gene_6,gene_7
-3.490892,9.142187,CD4+ T activated,TRBC1,JUNB,CRIP1,FOS,S100A11,CD69,IL7R,VMP1
-2.7425904,6.3963017,CD4+ T activated,JUNB,CRIP1,ANXA1,JUN,GPR183,HBD,CD2,ARL4C
0.66979814,-0.50060993,CD8+ T CD57+ CD45RA+,HBB,TUBA1B,HBA1,CD79B,HBA2,IGLL1,HBD,CD8
-0.5288062,-2.3769193,CD8+ T naive,CD8,H1FX,CD8B,SAT1,FOS,HBA1,ID2,IL7R
15.2632065,0.94014764,NK,LYZ,S100A9,S100A8,LGALS1,FOS,NEAT1,AC020656.1,CST3
-10.03908,-13.101783,Transitional B,IGKC,CD79B,IGHM,VPREB3,IGLL1,HLA-DRA,IGLC1,TCL1A
-4.673898,6.939459,CD4+ T naive,TRBC1,JUNB,JUN,BCL11B,TNFAIP3,GIMAP7,CD8,KLRK1
-2.787253,7.087013,CD4+ T naive,TRBC1,MALAT1,FOS,ARL4C,HBD,CRIP1,IL7R,TRBC2
17.503584,-15.148106,Reticulocyte,HBD,MALAT1,HBB,HBA2,HBM,HBA1,AHSP,FOS
-3.64218,4.499194,CD4+ T naive,IL7R,JUNB,ARL4C,CITED2,MALAT1,TRBC2,AL499604.1,TNFAIP3
18.911886,-12.000254,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,AHSP,LGALS3,TMSB10
-4.179429,7.173211,CD4+ T activated,JUNB,JUN,GPR183,TNFAIP3,TRBC1,CRIP1,TPT1,FOS
7.448127,13.385461,CD8+ T CD57+ CD45RA+,NKG7,GNLY,CCL5,CCL4,GZMB,AHNAK,GZMH,FGFBP2
-10.670304,-10.0501795,Transitional B,CD79B,IGHM,IGLC3,TCL1A,VPREB3,HLA-DRA,SOX4,CD24
-9.832174,-10.633297,Transitional B,IGHM,CD79B,IGLC2,TCL1A,CD24,HLA-DRA,YBX3,VPREB1
19.7455,-15.409708,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBM,HBA1,FOS,AHSP
18.991703,-13.293732,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,AHSP,FOS,TPT1
20.670893,-10.561555,Reticulocyte,MALAT1,HBA2,HBB,HBA1,TPT1,JUN,TMSB10,HBD
20.946335,-13.070137,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,JUN,TMSB10,TPT1
-5.6521897,7.8813624,CD4+ T naive,TRBC1,HIST1H4C,TRBC2,TNFAIP3,JUNB,IL7R,MALAT1,H1FX
19.061148,-11.650288,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,TPT1,JUN,AHSP
-17.178844,-12.149412,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79B,CD74,CD79A,TCL1A,IGHD
18.722,-12.266917,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,TPT1,JUN,AHSP
6.8662415,18.376614,NK,GNLY,NKG7,CCL4,CCL5,GZMB,CST7,KLRD1,TYROBP
21.148281,-10.25479,Reticulocyte,MALAT1,HBB,HBA2,HBA1,TPT1,HBD,JUN,TMSB10
15.390243,2.8963532,CD14+ Mono,S100A9,S100A8,NEAT1,LYZ,CTSS,FCN1,VCAN,CST3
-3.2110224,-2.1436727,CD8+ T naive,CRIP1,JUNB,CD8B,HBA1,TRBC1,IRF1,MALAT1,CD8
-6.1329565,6.37547,CD4+ T naive,ARL4C,JUNB,HIST1H4C,CRIP1,IL7R,GPR183,HBB,HBA2
-9.318436,-10.124191,Transitional B,CD79B,IGLC3,HLA-DRA,IGHM,VPREB3,IGLL1,CD24,TCL1A
-18.175611,-11.705226,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD69,IGHD,CD79B,HLA-DRB1
6.038788,18.29794,NK,NKG7,GZMB,GNLY,CST7,CCL5,PRF1,KLRD1,TYROBP
6.3857822,-21.837708,Normoblast,HBM,HBD,CA1,AHSP,HBB,HBA1,HBA2,PRDX2
14.5771475,1.730248,CD14+ Mono,S100A9,S100A8,LYZ,VCAN,CTSS,FCN1,NEAT1,S100A12
-1.266583,-2.5609205,CD8+ T naive,JUN,TRBC2,JUNB,CD8,LINC02446,DNAJB1,HBA1,NEAT1
-2.3920734,-3.4108973,CD8+ T naive,ID2,JUNB,DUSP2,LINC02446,JUN,FOS,TSPYL2,ARL4C
-2.4264696,-1.8893346,CD8+ T naive,FOS,JUN,CD8,HBA1,CD8B,FOSB,CD69,SAT1
-10.030632,-10.585247,Transitional B,YBX3,MALAT1,VPREB1,HBD,NEAT1,CD24,CD69,IGLL1
20.505163,-15.360955,Reticulocyte,MALAT1,HBD,HBA2,HBM,HBB,HBA1,AHSP,FOS
15.723954,2.4270196,CD14+ Mono,S100A9,S100A8,LYZ,SAT1,CTSS,JUN,NEAT1,FCN1
18.744747,-13.77512,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,HBM,AHSP,TPT1
-1.9703023,-3.6080666,CD8+ T naive,TRBC2,FOS,JUN,JUNB,CD8B,IL7R,HIST1H4C,ID2
-15.178429,-12.757359,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,TCL1A,CD74,CD79B,CCL4,CD79A
2.2747612,-2.2702217,CD8+ T naive,CD8B,CD8,PCED1B-AS1,ID2,IGKC,MALAT1,SAT1,HBD
-1.9628434,-4.155774,CD8+ T naive,CD8B,CD8,JUN,IRF1,NEAT1,PIK3IP1,SAT1,ID2
-1.6296551,6.501855,CD4+ T naive,CD8B,JUN,CRIP1,TPT1,FOS,MALAT1,TRBC2,HIST1H4C
-8.285116,5.4961276,CD4+ T naive,JUNB,HIST1H4C,IL7R,ARL4C,MALAT1,CRYBG1,TRBC2,AL499604.1
-2.3632147,7.9739885,CD4+ T activated,TRBC1,TPT1,FOS,JUN,TRBC2,IL7R,HSP90B1,CD69
-3.8477912,-1.6664448,CD8+ T naive,TRBC1,JUNB,TRAC,IL7R,CD7,MALAT1,CD8B,PCED1B-AS1
-2.6447978,-2.6837697,CD8+ T naive,CD8B,CD8,CD69,JUNB,TNFAIP3,FOS,IL7R,JUN
18.436087,-19.317402,Reticulocyte,HBD,HBM,MALAT1,HBB,HBA2,AHSP,HBA1,FOS
-16.459467,-11.690595,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD79A,IGHD,HLA-DRB1,TCL1A
21.082127,-10.938786,Reticulocyte,MALAT1,HBB,HBA2,HBA1,TPT1,TMSB10,JUN,FOS
-5.218961,9.894768,CD4+ T naive,JUN,TRBC1,HIST1H4C,KLF6,FOS,ANXA1,FOSB,GPR183
-0.3384586,-2.7268116,CD8+ T naive,JUNB,CD8B,CD69,TRBC2,CD8,IL7R,PCED1B-AS1,FOSB
-0.8254379,-2.623798,CD8+ T naive,TRBC2,CD69,JUNB,HIST1H4C,MALAT1,ID2,DNAJB1,TRBC1
5.904351,-22.171179,Normoblast,HBD,HBM,CA1,AHSP,HBB,HBA1,HBA2,PRDX2
-16.074497,-12.128445,Naive CD20+ B IGKC+,IGKC,CD74,HLA-DRA,CD79A,CD79B,HLA-DPB1,IGHM,CD37
-5.760953,10.785494,CD4+ T activated,FOS,JUN,CD2,AHNAK,HBD,HBA2,GZMK,MALAT1
-16.262705,-10.140932,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,HLA-DRB1,HLA-DPB1,SAT1,MS4A1
8.66301,12.369711,CD8+ T CD57+ CD45RA+,NKG7,CCL5,GNLY,GZMH,GZMB,CD8B,CST7,GZMA
-1.9342942,14.1334,CD4+ T activated,CRIP1,ITGB1,S100A11,FOS,IL7R,JUN,GZMK,PCED1B-AS1
6.9586983,18.296242,NK,GNLY,CCL4,NKG7,GZMB,PRF1,CCL5,KLRD1,GZMA
19.512768,-12.752958,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,TPT1,SLC25A37,JUN
-3.3852649,11.28159,CD4+ T activated,CRIP1,FOS,S100A11,AHNAK,MAF,GPR183,SYNE2,JUNB
-5.4227304,7.6490088,CD4+ T naive,TRBC1,FOS,JUNB,HIST1H4C,DUSP2,PCED1B-AS1,AL499604.1,PRKCQ-AS1
21.401855,-14.067822,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBA1,AHSP,JUN,FOS
-17.83705,-12.195671,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,NEAT1,CD74,CD37,IGHD,CD79A
-2.3124309,-1.2619257,CD8+ T naive,CD8B,CD8,DUSP2,JUNB,FOSB,FOS,ARL4C,AIF1
-8.060997,5.765478,CD4+ T naive,CD69,ARL4C,MALAT1,BCL2,TRAT1,NEAT1,PCED1B-AS1,TRBC1
21.296953,-13.571566,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBM,HBA1,JUN,FOS
-1.3721135,15.676898,CD4+ T activated,KLRB1,CRIP1,IL7R,KLF6,GPR183,HIST1H1D,SAT1,FOS
-1.23028,15.28742,CD4+ T activated,KLRB1,IL7R,JUNB,RORA,MALAT1,KLF6,CD2,ZFP36
-6.687748,6.935464,CD4+ T naive,FOS,IL7R,AL499604.1,JUNB,DUSP2,TRBC2,AIF1,CRIP1
-3.9428358,4.4168806,CD4+ T naive,HIST1H4C,JUN,JUNB,FOS,IGKC,CITED2,GZMM,CRIP1
5.29584,19.618694,NK,GNLY,CCL4,NKG7,GZMB,GZMA,KLRB1,CST7,KLRD1
-0.21064356,5.802384,CD4+ T naive,MALAT1,HBD,CD2,JUNB,JUN,GPR183,YBX3,FOS
-1.648715,0.043649394,CD8+ T naive,TRBC1,CD8B,JUNB,HIST1H4C,AL499604.1,CD8,LINC02446,IL7R
6.4108253,19.128872,NK,GNLY,NKG7,CCL4,GZMB,CCL5,GZMA,PRF1,KLRB1
18.075974,-13.091012,Reticulocyte,MALAT1,HBD,HBB,HBA2,HBA1,TPT1,FOS,JUN
19.43129,-16.75831,Reticulocyte,HBD,MALAT1,HBA2,HBB,HBM,AHSP,HBA1,BLVRB
20.228794,-15.419102,Reticulocyte,MALAT1,HBD,HBM,HBB,HBA2,HBA1,AHSP,FOS
-15.269259,-11.087065,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD37,MS4A1,HLA-DPB1,CD79A
-5.383712,6.061421,CD4+ T naive,FOS,MALAT1,IL7R,CD69,JUNB,TRBC2,ARL4C,HBA2
-3.7890072,8.381739,CD4+ T naive,FOS,TRBC1,JUNB,CRIP1,DOK2,MALAT1,TPT1,TNFAIP3
20.68761,-13.979277,Reticulocyte,MALAT1,HBA2,HBB,HBD,HBM,HBA1,AHSP,JUN
-3.1147394,6.538349,CD4+ T naive,TRBC1,JUNB,CD69,JUN,AIF1,NEAT1,CRIP1,CD8
18.223415,-15.291703,Reticulocyte,HBD,MALAT1,HBM,HBB,HBA2,HBA1,FOS,AHSP
15.170315,3.142224,CD14+ Mono,S100A9,S100A8,LYZ,CTSS,NEAT1,VCAN,CST3,PSAP
-0.83774585,15.683525,CD4+ T activated,KLRB1,ANXA1,CRIP1,IL7R,FOS,S100A11,JUN,RGS2
-15.91744,-7.192076,Naive CD20+ B IGKC-,IGLC2,IGHM,HLA-DRA,CD74,CD79B,HLA-DRB1,CD79A,IGHD
-3.8161054,8.172565,CD4+ T naive,TRBC1,CRIP1,JUNB,HIST1H4C,CITED2,TNFAIP3,TPT1,H1FX
-8.082262,6.277995,CD4+ T activated,LINC02446,JUNB,HBA1,CRIP1,SAT1,MAL,ARL4C,JUN
-5.749689,10.394445,CD4+ T activated,FOS,SAT1,TRBC1,CRIP1,AHNAK,CD69,AL499604.1,HBA2
-3.5248737,13.246435,CD4+ T activated,KLRB1,ANXA1,CD8,IL7R,ITGB1,CRIP1,CD2,KLF6
15.65611,-16.572882,Reticulocyte,HBD,MALAT1,HBM,HBB,HBA2,HBA1,SLC25A37,AHSP
-2.878877,-1.259146,CD8+ T naive,JUNB,TRBC1,CD8,HBA1,FOS,CD8A,SOCS1,JUN
-14.636753,-10.62471,Naive CD20+ B IGKC+,IGKC,HLA-DRA,CD74,IGHM,HLA-DRB1,FOS,HLA-DPB1,CD69
-16.31607,-5.931672,Naive CD20+ B IGKC-,IGLC2,IGHM,CD74,HLA-DRA,CD37,CD79A,IGHD,HLA-DRB1
-14.514772,-7.926631,Naive CD20+ B IGKC-,IGHM,IGLC3,CD74,HLA-DRA,CD79A,CD79B,NEAT1,CD37
-1.771029,-1.5315711,CD8+ T naive,HIST1H1D,CD69,JUN,SAT1,HBA2,HBB,CD8,KLF6
16.49004,2.863683,CD14+ Mono,S100A9,S100A8,LYZ,CTSS,NEAT1,VCAN,JUN,FCN1
-3.0062408,-1.550428,CD8+ T naive,JUNB,TRBC1,HIST1H4C,TNFAIP3,CD8,AIF1,CD69,IRF1
17.922167,-14.474876,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,HBM,AHSP,FOS
-15.646597,-6.053175,Naive CD20+ B IGKC-,IGLC2,CD74,HLA-DRA,CD79A,CD69,HLA-DRB1,HLA-DPB1,IGHM
-6.6042185,7.867509,CD4+ T naive,JUNB,TRBC1,FOS,CRIP1,EGR1,FOSB,TSHZ2,JUN
2.7089148,17.618498,NK,CCL4,GZMA,NKG7,TYROBP,KLRB1,CST7,ZFP36,PRF1
-1.3051612,6.188875,CD4+ T naive,TRBC1,HBA1,TNFAIP3,CD69,FOS,MALAT1,IGKC,HIST1H1D
16.760838,4.287971,CD14+ Mono,S100A9,S100A8,CTSS,PSAP,LYZ,NEAT1,FCN1,FGL2
4.3730845,17.13035,NK,GNLY,NKG7,GZMA,CCL5,CST7,ANXA1,KLRD1,PPP2R5C
-4.4169035,8.819697,CD4+ T activated,JUNB,HBA1,JUN,MALAT1,S100A11,AHNAK,CRIP1,ARL4C
19.219866,-11.801943,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBA1,TPT1,TMSB10,FOS
19.240606,-17.321177,Reticulocyte,HBD,HBM,MALAT1,HBA2,HBB,HBA1,AHSP,FOS
21.170189,-11.715052,Reticulocyte,MALAT1,HBA2,HBB,HBA1,TMSB10,TPT1,JUN,HBM
14.523674,4.185418,CD14+ Mono,NEAT1,S100A9,LYZ,FOS,S100A8,CTSS,CST3,FCN1
-4.981025,7.1958694,CD4+ T naive,TRBC1,JUNB,HIST1H4C,MALAT1,AL627171.2,TPT1,TRBC2,TCF7
1.3700373,-20.012815,Erythroblast,HBM,AHSP,SLC4A1,HBB,CA1,HBD,HBA2,HBA1
5.7757244,19.48617,NK,GNLY,CCL4,NKG7,GZMB,KLRD1,GZMA,JUN,PRF1
7.913907,13.455545,CD8+ T CD57+ CD45RA+,NKG7,CCL5,GZMB,GNLY,CST7,GZMH,FGFBP2,CCL4
-0.024131268,-22.173698,Erythroblast,CA1,HBD,HBM,HIST1H4C,AHSP,PRDX2,HBB,HBA2
-2.4130063,-1.7085716,CD8+ T naive,CD8,CD8B,JUNB,MALAT1,GPR183,PCED1B-AS1,LINC02446,CRIP1
21.577465,-10.984667,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,TPT1,JUN,TMSB10
6.546119,18.997051,NK,CCL4,GNLY,NKG7,GZMB,GZMA,CST7,CCL3,DUSP2
-2.5707765,-1.2199768,CD8+ T naive,ID2,HIST1H4C,CD8B,CD69,MALAT1,CD8,JUNB,ARL4C
-14.434559,-11.423314,Naive CD20+ B IGKC+,IGKC,IGHM,TCL1A,HLA-DRA,CD74,CD79B,CD69,CD79A
-1.8375133,-1.6235497,CD8+ T naive,JUNB,CD8B,CD8,TRBC1,MCL1,PCED1B-AS1,JUN,FOS
-1.8173721,-21.552486,Erythroblast,HBM,CA1,HBD,AHSP,HBB,HIST1H4C,PRDX2,HBA2
-9.661719,-13.052567,Transitional B,TCL1A,IGHM,CD79B,IGKC,CD24,VPREB1,VPREB3,STMN1
-9.674448,-11.284397,Transitional B,CD79B,IGHM,TCL1A,HLA-DRA,IGLC1,IGKC,STMN1,SOX4
-4.4082193,4.6327324,CD4+ T naive,JUNB,TPT1,GPR183,AL499604.1,IL7R,SAT1,JUN,HBB
-1.6204278,-21.447765,Erythroblast,HBM,HBD,AHSP,CA1,HBB,PRDX2,HIST1H4C,HBA2
-0.77516997,-21.53712,Erythroblast,HBM,HBD,AHSP,CA1,HBB,HBA2,PRDX2,HIST1H4C
-15.083074,-12.484682,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD79A,TCL1A,CD79B,CD74,HLA-DPB1
-8.710382,-11.540292,Transitional B,CD79B,IGHM,HLA-DRA,VPREB3,TCL1A,SOX4,YBX3,VPREB1
19.407696,-13.729208,Reticulocyte,MALAT1,HBA2,HBD,HBB,HBA1,HBM,TPT1,SLC25A37
20.35366,-16.023785,Reticulocyte,MALAT1,HBD,HBB,HBA2,HBM,HBA1,AHSP,SLC25A37
8.031463,13.804658,CD8+ T CD57+ CD45RA+,GNLY,CCL5,NKG7,GZMH,FOS,GZMA,AHNAK,PRF1
-17.23075,-11.002973,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,IGHD,CD74,TCL1A,CD69,CD79A
22.010265,-12.847502,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,HBM,JUN,TPT1
-4.3363466,6.9446797,CD4+ T naive,TRBC1,JUNB,CRIP1,PCED1B-AS1,HIST1H4C,MAL,TRAC,ARL4C
-14.036245,-12.275019,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,TCL1A,CD79B,CD79A,CD74,VPREB3
4.540126,-22.252214,Erythroblast,HBM,HBD,CA1,AHSP,HBB,HBA1,HBA2,PRDX2
-6.133014,5.274708,CD4+ T naive,MALAT1,TRBC1,HBD,ZNF331,TSHZ2,IRF1,AL499604.1,JUN
-4.2592735,7.629964,CD4+ T naive,JUNB,HIST1H4C,TNFAIP3,TRBC1,MALAT1,AL499604.1,TPT1,NEAT1
-5.2880206,7.0284076,CD4+ T naive,FOS,CRIP1,JUN,NEAT1,HIST1H4C,GPR183,MALAT1,TNFAIP3
-1.4073994,-20.702293,CD8+ T CD57+ CD45RA+,HBM,HBD,AHSP,NKG7,HBB,PRDX2,SLC25A37,HBA1
6.8977613,19.04564,NK,GNLY,NKG7,CCL4,GZMB,CCL5,GZMA,CST7,CLIC3
7.633128,14.130345,CD8+ T CD57+ CD45RA+,GNLY,NKG7,CCL5,GZMB,GZMH,CST7,GZMA,CCL4
5.825815,19.025719,NK,NKG7,GNLY,GZMB,CST7,CCL5,GZMA,CCL4,KLRD1
17.625256,-17.505642,Reticulocyte,HBD,MALAT1,HBM,HBA2,HBB,HBA1,AHSP,FOS
-5.284968,4.885621,CD4+ T naive,JUNB,DUSP2,PCED1B-AS1,HIST1H4C,H1FX,ARL4C,TUBA1B,HBA2
-1.5991781,1.3263868,CD8+ T naive,CD8,JUNB,CD8A,FOS,NEAT1,TRAC,TNFAIP3,TPT1
6.3292418,13.569591,CD8+ T CD57+ CD45RA+,NKG7,GNLY,CCL4,CCL5,GZMB,GZMA,GZMH,FGFBP2
1.1439731,-21.03127,Erythroblast,HBM,AHSP,HBD,HBB,HBA2,HBA1,CA1,PRDX2
-4.9053392,5.512165,CD4+ T naive,JUN,IL7R,ARL4C,JUNB,CD69,PCED1B-AS1,LIME1,CD3G
17.56271,-17.05242,Reticulocyte,MALAT1,HBM,HBD,HBB,HBA2,AHSP,HBA1,FOS
20.095207,-12.180382,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,TMSB10,JUN,TPT1
19.809025,-15.739892,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBM,AHSP,HBA1,FOS
-3.8504047,12.065008,CD4+ T activated,ANXA1,CRIP1,IL7R,ITGB1,FOS,AHNAK,HBA2,S100A11
8.537878,13.13443,CD8+ T CD57+ CD45RA+,NKG7,CCL5,GNLY,GZMB,GZMH,GZMA,FOS,AHNAK
-1.8995926,-4.6707997,CD8+ T naive,CD8B,CD8,TRBC2,HBA1,IL7R,HIST1H4C,TNFAIP3,FOS
16.268562,-0.044827044,CD14+ Mono,S100A9,S100A8,LYZ,S100A12,FCN1,FOSB,LST1,CTSS
14.715244,0.30075806,CD14+ Mono,S100A9,S100A8,LYZ,NEAT1,AC020656.1,LGALS1,VCAN,FCN1
7.0067387,18.43916,NK,GNLY,NKG7,GZMB,CCL4,GZMA,KLRD1,CRIP1,CTSW
17.062136,-16.338806,Normoblast,HBD,MALAT1,HBM,HBA2,HBB,HBA1,AHSP,FOS
16.088867,-17.707321,Reticulocyte,HBD,MALAT1,HBB,AHSP,HBA2,HBA1,FOS,SLC25A37
18.951458,-17.338032,Reticulocyte,HBD,MALAT1,HBM,HBB,HBA2,AHSP,HBA1,BLVRB
16.65851,-18.349445,Reticulocyte,HBD,HBM,MALAT1,HBB,HBA2,AHSP,HBA1,BLVRB
7.050522,14.89485,CD8+ T CD57+ CD45RA+,NKG7,GNLY,CCL5,GZMB,MALAT1,GZMH,CST7,TNFAIP3
-3.8494,12.532137,CD4+ T activated,CRIP1,ANXA1,S100A11,IL7R,ITGB1,AHNAK,TRADD,HBD
17.012989,-15.379024,Reticulocyte,HBD,MALAT1,HBA2,HBB,HBA1,HBM,BLVRB,AHSP
19.72452,-16.257849,Reticulocyte,HBD,MALAT1,HBB,HBM,HBA2,HBA1,AHSP,FOS
5.546588,19.677568,NK,NKG7,CCL4,GNLY,KLRD1,GZMA,GZMB,KLRB1,SAT1
19.7756,-14.792538,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBM,HBA1,AHSP,JUN
-1.4247994,-2.3988848,CD8+ T naive,JUNB,ID2,HBA1,TRBC1,DNAJB1,PCED1B-AS1,HIST1H4C,MALAT1
-14.607359,-8.461698,Naive CD20+ B IGKC-,IGHM,HLA-DRA,IGLC3,CD74,CD79A,IGHD,HLA-DRB1,HLA-DPB1
-4.373908,8.979999,CD4+ T naive,HIST1H4C,KLF6,S100A11,ARL4C,MALAT1,PRKCQ-AS1,FOS,IGKC
-3.9022584,7.405217,CD4+ T naive,JUNB,TRBC1,CRIP1,GPR183,CD40LG,HIST1H4C,CD69,ARL4C
-0.35112908,10.857117,CD4+ T activated,CRIP1,S100A11,JUNB,JUN,ANXA1,MALAT1,ITGB1,TRAC
-9.681068,-12.362679,Transitional B,IGHM,CD79B,IGKC,TCL1A,VPREB3,SOX4,HLA-DRA,IGLL1
21.289135,-11.408812,Reticulocyte,MALAT1,HBA2,HBB,HBA1,HBD,JUN,TMSB10,HBM
-7.1751842,7.7574625,CD4+ T activated,JUNB,TRBC1,ARL4C,MALAT1,H1FX,GIMAP7,DNAJB1,HBD
-3.3711748,14.648787,CD4+ T activated,CRIP1,FOS,KLRB1,S100A11,ANXA1,IL7R,DNAJB1,AHNAK
-6.9046,3.567328,CD4+ T naive,JUNB,IL7R,ARL4C,HBD,SAT1,BCL11B,MALAT1,CRIP1
17.623634,-15.80488,Reticulocyte,HBD,MALAT1,HBB,HBA2,HBA1,AHSP,HBM,BLVRB
-4.4500465,7.8140383,CD4+ T naive,TRBC1,ARL4C,MALAT1,HBA1,TMSB10,CD247,CITED2,NOSIP
-6.6718783,6.732773,CD4+ T naive,TRBC1,ARL4C,FOS,JUNB,IL7R,MALAT1,TRBC2,TNFAIP3
-4.225232,6.4439526,CD4+ T naive,JUNB,KLRB1,TNFAIP3,HBA2,HBD,GPR183,CD69,IRF1
-5.283759,8.533884,CD4+ T naive,JUN,FOS,TRBC1,SAT1,HSP90B1,CD69,HMGB2,MALAT1
-2.6293352,11.668761,CD4+ T activated,CRIP1,HBA1,ITGB1,HIST1H4C,KLRB1,IL7R,JUNB,MAF
-4.67637,9.044715,CD4+ T naive,TRBC1,HIST1H4C,JUNB,TNFAIP3,GPR183,HBA1,TPT1,ARL4C
19.756943,-17.063004,Reticulocyte,HBD,MALAT1,HBA2,HBB,HBM,HBA1,AHSP,FOS
15.783625,-16.181057,Reticulocyte,HBD,HBM,MALAT1,HBB,HBA2,HBA1,AHSP,BLVRB
-15.340506,-11.038027,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,CD37,IGHD,HBA1,HLA-DQA1
-6.0197554,6.691003,CD4+ T naive,JUNB,IRF1,GPR183,ARL4C,HBA2,CRIP1,PCED1B-AS1,H1FX
-2.3121133,-4.0703597,CD8+ T naive,HBA1,JUNB,CD8B,CD8,PCED1B-AS1,TRBC2,TRBC1,IL7R
-3.7496884,11.982622,CD4+ T activated,CRIP1,IL7R,GPR183,ITGB1,KLRB1,KLF6,ANXA1,JUN
-2.5988057,-2.518227,CD8+ T naive,JUNB,CD8,CD69,CRIP1,LINC02446,HIST1H4C,PIK3IP1,PRKCQ-AS1
17.635475,-15.501427,Reticulocyte,MALAT1,HBD,HBA2,HBB,HBM,HBA1,AHSP,FOS
-7.8016243,8.590358,CD4+ T naive,CRIP1,JUNB,IRF1,SAT1,IL7R,FOS,TPT1,MALAT1
5.773942,18.809502,NK,GNLY,NKG7,CCL5,GZMA,GZMB,KLRD1,CST7,TYROBP
19.413336,-15.879681,Reticulocyte,HBD,MALAT1,HBA2,HBB,HBM,HBA1,AHSP,FOS
7.684979,13.59457,CD8+ T CD57+ CD45RA+,NKG7,GNLY,GZMB,CCL5,GZMH,CCL4,SYNE2,CST7
-9.828754,-11.565653,Transitional B,CD79B,IGKC,IGHM,TCL1A,RGS2,CD24,HLA-DRA,SOX4
7.8193283,12.917944,CD8+ T CD57+ CD45RA+,NKG7,CCL5,GNLY,GZMH,GZMB,FGFBP2,FOS,ITGB1
18.58221,-12.582714,Reticulocyte,MALAT1,HBD,HBB,HBA2,HBA1,AHSP,TPT1,JUN
-16.686594,-9.775917,Naive CD20+ B IGKC+,IGHM,HLA-DRA,CD74,IGKC,JUNB,HLA-DRB1,CD79A,IGHD
-1.4046206,5.7635946,CD4+ T activated,JUN,CD69,TNFAIP3,HBA2,KLF6,HBD,MALAT1,FOS
15.240513,-0.6547893,CD14+ Mono,S100A9,S100A8,LYZ,LGALS1,AC020656.1,FCN1,VCAN,S100A12
4.100004,18.39957,NK,GNLY,NKG7,CCL4,CCL3,CCL5,TYROBP,GZMA,KLRD1
-3.8998406,4.997547,CD4+ T naive,H1FX,JUN,PCED1B-AS1,CRIP1,ARL4C,GIMAP7,JUNB,HBD
3.4901423,-19.440403,Erythroblast,HBM,SLC4A1,AHSP,CA1,SLC25A37,HEMGN,HBD,HBA1
-1.759883,14.8591585,CD4+ T activated,ANXA1,CRIP1,AHNAK,ITGB1,FOS,IL7R,JUNB,JUN
21.00502,-10.369206,Reticulocyte,MALAT1,HBA2,HBB,HBA1,TMSB10,JUN,HBD,TPT1
-18.094755,-11.523183,Naive CD20+ B IGKC+,IGKC,IGHM,HLA-DRA,CD74,IGHD,CD37,HLA-DPB1,NEAT1
15.561004,3.692785,CD14+ Mono,NEAT1,S100A9,LYZ,CTSS,S100A8,VCAN,PSAP,FOS
-6.174014,5.7610483,CD4+ T naive,TRBC1,JUNB,IL7R,CD69,MALAT1,TNFAIP3,NOSIP,GPR183
-15.730731,-5.5627146,Naive CD20+ B IGKC-,IGLC2,HLA-DRA,CD74,IGHM,CD79A,CD79B,HLA-DPB1,CD37
-7.938644,8.732555,CD4+ T naive,CRIP1,JUNB,FOS,JUN,ANXA1,MALAT1,PRKCQ-AS1,TPT1
-3.4921474,9.473562,CD4+ T activated,CRIP1,HBD,HBA1,FOS,KLF6,IL7R,IRF1,HBM
7.349126,13.282425,CD8+ T CD57+ CD45RA+,NKG7,GNLY,CCL5,GZMH,CCL4,CRIP1,FGFBP2,KLRD1
-1.0645795,-2.176413,CD8+ T naive,CD8B,JUNB,CD8,CD69,MALAT1,TRBC1,TRBC2,CD8A
